passage_id,doc_id,title,passage_text,url
passage_000014,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 6: Tưới, tiêu nước; cày, bừa đất; nạo vét kênh, mương nội đồng phục vụ sản xuất nông nghiệp; dịch vụ thu hoạch sản phẩm nông nghiệp",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000015,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 7: Chuyển quyền sử dụng đất,https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000016,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 8: Bảo hiểm nhân thọ, bảo hiểm sức khỏe, bảo hiểm người học, các dịch vụ bảo hiểm khác liên quan đến con người; bảo hiểm vật nuôi, bảo hiểm cây trồng, các dịch vụ bảo hiểm nông nghiệp khác; bảo hiểm tàu, thuyền, trang thiết bị và các dụng cụ cần thiết khác phục vụ trực tiếp đánh bắt thủy sản; tái bảo hiểm; bảo hiểm các công trình, thiết bị dầu khí, tàu chứa dầu mang quốc tịch nước ngoài do nhà thầu dầu khí hoặc nhà thầu phụ nước ngoài thuê để hoạt động tại vùng biển Việt Nam, vùng biển chồng lấn mà Việt Nam và các quốc gia có bờ biển tiếp liền hay đối diện đã thỏa thuận đặt dưới chế độ khai thác chung",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000017,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 9, điểm a: Dịch vụ cấp tín dụng theo quy định của pháp luật về các tổ chức tín dụng và các khoản phí được nêu cụ thể tại Hợp đồng vay vốn của Chính phủ Việt Nam với Bên cho vay nước ngoài",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000018,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 9, điểm b: Dịch vụ cho vay của người nộp thuế không phải là tổ chức tín dụng",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000019,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 9, điểm c: Kinh doanh chứng khoán bao gồm môi giới chứng khoán, tự doanh chứng khoán, bảo lãnh phát hành chứng khoán, tư vấn đầu tư chứng khoán, quản lý quỹ đầu tư chứng khoán, quản lý danh mục đầu tư chứng khoán theo quy định của pháp luật về chứng khoán",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000020,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 9, điểm d: Chuyển nhượng vốn bao gồm chuyển nhượng một phần hoặc toàn bộ số vốn đã đầu tư vào tổ chức kinh tế khác (không phân biệt có thành lập hay không thành lập pháp nhân mới), chuyển nhượng chứng khoán, chuyển nhượng quyền góp vốn và các hình thức chuyển nhượng vốn khác theo quy định của pháp luật, kể cả trường hợp bán doanh nghiệp cho doanh nghiệp khác để sản xuất, kinh doanh và doanh nghiệp mua kế thừa toàn bộ quyền và nghĩa vụ của doanh nghiệp bán theo quy định của pháp luật. Chuyển nhượng vốn quy định tại điểm này không bao gồm chuyển nhượng dự án đầu tư, bán tài sản",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000021,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 9, điểm đ: Bán nợ bao gồm bán khoản phải trả và khoản phải thu",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000022,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 9, điểm e: Kinh doanh ngoại tệ",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000023,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 9, điểm g: Sản phẩm phái sinh theo quy định của pháp luật về các tổ chức tín dụng, pháp luật về chứng khoán và pháp luật về thương mại, bao gồm: hoán đổi lãi suất; hợp đồng kỳ hạn; hợp đồng tương lai; hợp đồng quyền chọn mua, chọn bán và sản phẩm phái sinh khác",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000024,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 9, điểm h: Bán tài sản bảo đảm của khoản nợ của tổ chức mà Nhà nước sở hữu 100% vốn điều lệ do Chính phủ thành lập có chức năng mua, bán nợ để xử lý nợ xấu của các tổ chức tín dụng Việt Nam",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000025,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 10, điểm a: Dịch vụ y tế bao gồm: dịch vụ khám bệnh, chữa bệnh, phòng bệnh cho người, dịch vụ sinh đẻ có kế hoạch, dịch vụ điều dưỡng sức khoẻ, phục hồi chức năng cho người bệnh; dịch vụ chăm sóc người cao tuổi, người khuyết tật; vận chuyển người bệnh, dịch vụ cho thuê phòng bệnh, giường bệnh của các cơ sở y tế; xét nghiệm, chiếu, chụp; máu và chế phẩm máu dùng cho người bệnh. Dịch vụ chăm sóc người cao tuổi, người khuyết tật bao gồm cả chăm sóc về y tế, dinh dưỡng và tổ chức các hoạt động văn hóa, thể thao, giải trí, vật lý trị liệu, phục hồi chức năng cho người cao tuổi, người khuyết tật. Trường hợp trong gói dịch vụ chữa bệnh theo quy định của Bộ Y tế bao gồm cả sử dụng thuốc chữa bệnh thì khoản thu từ tiền thuốc chữa bệnh nằm trong gói dịch vụ chữa bệnh cũng thuộc đối tượng không chịu thuế giá trị gia tăng",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000026,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 10, điểm b: Dịch vụ thú y bao gồm: dịch vụ khám bệnh, chữa bệnh, phòng bệnh cho vật nuôi",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000027,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 11: Dịch vụ tang lễ,https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000028,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 12: Hoạt động duy tu, sửa chữa, xây dựng bằng nguồn vốn đóng góp của nhân dân, vốn viện trợ nhân đạo (chiếm từ 50% tổng số vốn sử dụng cho công trình trở lên) đối với các di tích lịch sử - văn hóa, danh lam thắng cảnh, các công trình văn hóa, nghệ thuật, công trình phục vụ công cộng, cơ sở hạ tầng và nhà ở cho đối tượng chính sách xã hội",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000029,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 13: Hoạt động dạy học, dạy nghề theo quy định của pháp luật về giáo dục, giáo dục nghề nghiệp",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000030,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 14: Phát sóng truyền thanh, truyền hình bằng nguồn vốn ngân sách nhà nước",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000031,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 15: Xuất bản, nhập khẩu, phát hành báo, tạp chí, bản tin, đặc san, sách chính trị, sách giáo khoa, giáo trình, sách văn bản pháp luật, sách khoa học - kỹ thuật, sách phục vụ thông tin đối ngoại, sách in bằng chữ dân tộc thiểu số và tranh, ảnh, áp phích tuyên truyền cổ động, kể cả dưới dạng băng hoặc đĩa ghi tiếng, ghi hình, dữ liệu điện tử; tiền, in tiền",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000032,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 16: Vận chuyển hành khách công cộng bằng xe buýt, tàu điện, phương tiện thủy nội địa",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000033,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 17: Máy móc, thiết bị, phụ tùng, vật tư thuộc loại trong nước chưa sản xuất được cần nhập khẩu để sử dụng trực tiếp cho hoạt động nghiên cứu khoa học, phát triển công nghệ; máy móc, thiết bị, phụ tùng thay thế, phương tiện vận tải chuyên dùng và vật tư thuộc loại trong nước chưa sản xuất được cần nhập khẩu để tiến hành hoạt động tìm kiếm thăm dò, phát triển mỏ dầu khí; máy bay, trực thăng, tàu lượn, giàn khoan, tàu thuyền thuộc loại trong nước chưa sản xuất được cần nhập khẩu để tạo tài sản cố định của doanh nghiệp hoặc thuê của nước ngoài để sử dụng cho sản xuất, kinh doanh, cho thuê",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000034,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 18: Sản phẩm quốc phòng, an ninh theo danh mục do Bộ trưởng Bộ Quốc phòng, Bộ trưởng Bộ Công an ban hành; sản phẩm, dịch vụ nhập khẩu phục vụ công nghiệp quốc phòng, an ninh theo danh mục do Thủ tướng Chính phủ ban hành",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000035,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 19: Hàng hóa nhập khẩu trong trường hợp viện trợ nhân đạo, viện trợ không hoàn lại. Hàng hóa, dịch vụ bán cho tổ chức, cá nhân nước ngoài, tổ chức quốc tế để viện trợ nhân đạo, viện trợ không hoàn lại cho Việt Nam",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000036,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 20: Hàng hóa chuyển khẩu, quá cảnh qua lãnh thổ Việt Nam; hàng tạm nhập khẩu, tái xuất khẩu; hàng tạm xuất khẩu, tái nhập khẩu; nguyên liệu nhập khẩu để sản xuất, gia công hàng hóa xuất khẩu theo hợp đồng sản xuất, gia công xuất khẩu ký kết với bên nước ngoài; hàng hóa, dịch vụ được mua bán giữa nước ngoài với các khu phi thuế quan và giữa các khu phi thuế quan với nhau. Hàng hóa nhập khẩu từ nước ngoài của công ty cho thuê tài chính được vận chuyển thẳng vào khu phi thuế quan để cho doanh nghiệp trong khu phi thuế quan thuê tài chính",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000037,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 21: Chuyển giao công nghệ theo quy định của Luật Chuyển giao công nghệ; chuyển nhượng quyền sở hữu trí tuệ theo quy định của Luật Sở hữu trí tuệ; sản phẩm phần mềm và dịch vụ phần mềm theo quy định của pháp luật,https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000038,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 22: Vàng dạng thỏi, miếng chưa được chế tác thành sản phẩm mỹ nghệ, đồ trang sức hay sản phẩm khác ở khâu nhập khẩu",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000039,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 23: Sản phẩm xuất khẩu là tài nguyên, khoáng sản khai thác chưa chế biến thành sản phẩm khác và sản phẩm xuất khẩu là tài nguyên, khoáng sản khai thác đã chế biến thành sản phẩm khác theo Danh mục do Chính phủ quy định phù hợp với định hướng của nhà nước về không khuyến khích xuất khẩu, hạn chế xuất khẩu các tài nguyên, khoáng sản thô",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000040,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 24: Sản phẩm nhân tạo dùng để thay thế cho bộ phận cơ thể của người bệnh, bao gồm cả sản phẩm là bộ phận cấy ghép lâu dài trong cơ thể người; nạng, xe lăn và dụng cụ chuyên dùng khác cho người khuyết tật",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000041,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 25: Hàng hóa, dịch vụ của hộ, cá nhân sản xuất, kinh doanh có mức doanh thu năm từ 500 triệu đồng trở xuống; tài sản của tổ chức, cá nhân không kinh doanh, không phải là người nộp thuế giá trị gia tăng bán ra; hàng dự trữ quốc gia do cơ quan dự trữ quốc gia bán ra; các khoản thu phí, lệ phí theo quy định của pháp luật về phí và lệ phí",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000042,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 26, điểm a: Quà tặng cho cơ quan nhà nước, tổ chức chính trị, tổ chức chính trị - xã hội, tổ chức chính trị xã hội - nghề nghiệp, tổ chức xã hội, tổ chức xã hội - nghề nghiệp, đơn vị vũ trang nhân dân trong định mức miễn thuế nhập khẩu theo quy định của pháp luật về thuế xuất khẩu, thuế nhập khẩu",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000043,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 26, điểm b: Quà biếu, quà tặng trong định mức miễn thuế nhập khẩu theo quy định của pháp luật về thuế xuất khẩu, thuế nhập khẩu của tổ chức, cá nhân nước ngoài cho cá nhân Việt Nam; đồ dùng của tổ chức, cá nhân nước ngoài theo tiêu chuẩn miễn trừ ngoại giao và tài sản di chuyển trong định mức miễn thuế nhập khẩu theo quy định của pháp luật về thuế xuất khẩu, thuế nhập khẩu",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000044,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 26, điểm c: Hàng hóa trong tiêu chuẩn hành lý miễn thuế nhập khẩu theo quy định của pháp luật về thuế xuất khẩu, thuế nhập khẩu",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000045,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 26, điểm d: Hàng hóa nhập khẩu ủng hộ, tài trợ cho phòng, chống, khắc phục hậu quả thảm họa, thiên tai, dịch bệnh, chiến tranh theo quy định của Chính phủ",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000046,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 26, điểm đ: Hàng hóa mua bán, trao đổi qua biên giới để phục vụ cho sản xuất, tiêu dùng của cư dân biên giới thuộc Danh mục hàng hóa mua bán, trao đổi của cư dân biên giới theo quy định của pháp luật và trong định mức miễn thuế nhập khẩu theo quy định của pháp luật về thuế xuất khẩu, thuế nhập khẩu",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000047,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 26, điểm e: Di vật, cổ vật, bảo vật quốc gia theo quy định của pháp luật về di sản văn hóa do cơ quan nhà nước có thẩm quyền nhập khẩu",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000048,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương I - Những quy định chung. Điều 5 - Đối tượng không chịu thuế. Khoản 27: Cơ sở kinh doanh hàng hóa, dịch vụ không chịu thuế giá trị gia tăng quy định tại Điều này không được khấu trừ, không được hoàn thuế giá trị gia tăng đầu vào, trừ trường hợp được áp dụng mức thuế suất 0% quy định tại khoản 1 Điều 9 của Luật này",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000049,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,Chương II - Căn cứ và phương pháp tính thuế. Điều 6 - Căn cứ tính thuế: Căn cứ tính thuế giá trị gia tăng là giá tính thuế và thuế suất,https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000050,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương II - Căn cứ và phương pháp tính thuế. Điều 7 - Giá tính thuế. Khoản 1, điểm a: Đối với hàng hóa, dịch vụ do cơ sở kinh doanh bán ra là giá bán chưa có thuế giá trị gia tăng; đối với hàng hóa, dịch vụ chịu thuế tiêu thụ đặc biệt là giá bán đã có thuế tiêu thụ đặc biệt nhưng chưa có thuế giá trị gia tăng; đối với hàng hóa chịu thuế bảo vệ môi trường là giá bán đã có thuế bảo vệ môi trường nhưng chưa có thuế giá trị gia tăng; đối với hàng hóa chịu thuế tiêu thụ đặc biệt và thuế bảo vệ môi trường là giá bán đã có thuế tiêu thụ đặc biệt và thuế bảo vệ môi trường nhưng chưa có thuế giá trị gia tăng",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000051,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương II - Căn cứ và phương pháp tính thuế. Điều 7 - Giá tính thuế. Khoản 1, điểm b: Đối với hàng hóa nhập khẩu là trị giá tính thuế nhập khẩu theo quy định của pháp luật về thuế xuất khẩu, thuế nhập khẩu cộng với thuế nhập khẩu cộng với các khoản thuế là thuế nhập khẩu bổ sung theo quy định của pháp luật (nếu có), cộng với thuế tiêu thụ đặc biệt (nếu có) và cộng với thuế bảo vệ môi trường (nếu có)",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
passage_000052,doc_000001,VBHN 12/VBHN-VPQH năm 2026 - Luật Thuế giá trị gia tăng,"Chương II - Căn cứ và phương pháp tính thuế. Điều 7 - Giá tính thuế. Khoản 1, điểm c: Đối với hàng hóa, dịch vụ dùng để trao đổi, tiêu dùng nội bộ, biếu, tặng, cho là giá tính thuế giá trị gia tăng của hàng hóa, dịch vụ cùng loại hoặc tương đương tại thời điểm phát sinh các hoạt động này. Đối với hàng hóa, dịch vụ dùng để khuyến mại theo quy định của pháp luật về thương mại, giá tính thuế được xác định bằng không (0)",https://vanban.chinhphu.vn/?docid=216941&pageid=27160
